deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
0,0,2,1061.8101782710437,14.50714306409916,18.82571287100461,0.01562687099812283,0,"(1.0, 1.0, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 409, 0, 201)",21.864955044332117,0.01562687099812283,0.02523086278801403,0,"(0.9791666666666666, 0.9822701710190245, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 463, 37, 179)"
0,0,2,1061.8101782710437,14.50714306409916,29.282397398512444,0.03087876247559939,1,"(0.9791666666666666, 0.9822701710190245, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 326, 32, 253)",20.441928608773846,0.01525189147747656,0.024625427647807282,0,"(0.9583333333333334, 0.9724221918401711, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 108, 169, 269)"
0,0,2,1061.8101782710437,14.50714306409916,50.376951252849196,0.04759429684737343,2,"(0.9583333333333334, 0.9724221918401711, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 320, 189, 239)",27.861674941743463,0.016715534371774043,0.026988598946854132,0,"(0.9375, 0.9525555958270445, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 369, 130, 278)"
0,0,2,1061.8101782710437,14.50714306409916,72.46704776170631,0.07013042224240854,3,"(0.9375, 0.9525555958270445, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 70, 166, 67)",24.430578303894432,0.022536125395035102,0.03638641975632311,0,"(0.9166666666666666, 0.9317514097673228, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 314, 345, 102)"
0,0,2,1061.8101782710437,14.50714306409916,83.27726840574978,0.08909151353827198,4,"(0.9166666666666666, 0.9317514097673228, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 141, 366, 237)",20.90166397513481,0.01896109129586344,0.03061423447178938,0,"(0.8958333333333334, 0.9215704745443757, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 255, 80, 213)"
0,0,2,1061.8101782710437,14.50714306409916,93.82027099491806,0.10860371731785978,5,"(0.8958333333333334, 0.9215704745443757, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 437, 1, 183)",20.44578047484557,0.019512203779587803,0.03150405070302859,0,"(0.875, 0.9116412020577099, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 451, 555, 211)"
0,0,2,1061.8101782710437,14.50714306409916,115.8252223910739,0.12775978130370297,6,"(0.875, 0.9116412020577099, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 319, 270, 249)",22.440613187368232,0.019156063985843193,0.030929033844541612,0,"(0.8541666666666666, 0.8909172046366391, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 262, 337, 160)"
0,0,2,1061.8101782710437,14.50714306409916,139.70701218549235,0.14402887209352672,7,"(0.8541666666666666, 0.8909172046366391, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 459, 216, 237)",26.502973925110336,0.01626909078982375,0.026267779228042198,0,"(0.8333333333333334, 0.8684256234829293, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 114, 520, 137)"
0,0,2,1061.8101782710437,14.50714306409916,159.10482618069193,0.1645985435318875,8,"(0.8333333333333334, 0.8684256234829293, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 185, 471, 112)",22.43809551949727,0.020569671438360776,0.03321141882582607,0,"(0.8125, 0.850156996573753, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 338, 378, 54)"
0,0,2,1061.8101782710437,14.50714306409916,174.1212905354856,0.18321215672654373,9,"(0.8125, 0.850156996573753, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 90, 27, 184)",27.41706348833984,0.018613613194656237,0.03005320262514191,0,"(0.7916666666666666, 0.83601467183239, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 456, 573, 265)"
0,0,2,1061.8101782710437,14.50714306409916,188.10363892086258,0.20199875767216627,10,"(0.7916666666666666, 0.83601467183239, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 221, 871, 263)",24.977528128788773,0.018786600945622543,0.030332505513683213,0,"(0.7708333333333334, 0.8228462650196537, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 180, 1028, 267)"
0,0,2,1061.8101782710437,14.50714306409916,198.84457787944734,0.2204458772679857,11,"(0.7708333333333334, 0.8228462650196537, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 447, 870, 76)",20.949363393853055,0.01844711959581942,0.029784385076968706,0,"(0.75, 0.8127305784511992, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 228, 863, 280)"
0,0,2,1061.8101782710437,14.50714306409916,212.79540176585363,0.239746376007776,12,"(0.75, 0.8127305784511992, 6.678146001636616, 6.010331401472954, 2.790550473839461, 1.614581882133978, 0.018997742423620262, 0.0051332400276928045, 2.371967902763542, 1.533852788027279, 0.017097968181258236, 0.0047225808254773806, 1.614581882133978, 145, 484, 200)",23.192209339939318,0.01930049873979031,0.03116223558141511,0,"(0.7291666666666666, 0.7995918610308007, 6.744927461652982, 6.070434715487684, 2.790550473839461, 1.5984360633126382, 0.018617787575147857, 0.0051332400276928045, 2.371967902763542, 1.5185142601470063, 0.01675600881763307, 0.0047225808254773806, 1.5984360633126382, 62, 1183, 120)"
